9110818468285196899,0,"",1,"2013-07-14 20:38:47","2013-07-15",17,-1216690514,839,-2461439046089301801,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,"�O",0,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 10:47:34",0,0,0,0,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-8417682003818480435,0
8156744413230856864,0,"",1,"2013-07-15 18:33:50","2013-07-15",17,-1216690514,839,-2461439046089301801,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,"�O",0,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 08:37:59",0,0,0,0,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-8417682003818480435,0
5206346422301499756,0,"",1,"2013-07-15 18:56:35","2013-07-15",17,-1216690514,839,-2461439046089301801,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,"�O",0,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 09:02:21",0,0,0,0,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-8417682003818480435,0
6308646140879811077,0,"",1,"2013-07-15 18:58:32","2013-07-15",17,-1216690514,839,-2461439046089301801,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,"�O",0,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 09:03:57",0,0,0,0,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-8417682003818480435,0
8740403056911509777,0,"",1,"2013-07-14 20:30:34","2013-07-15",17,1615432634,39,376160620089546609,0,2,7,"http://holodilnik.ru/russia/05jul2013&model=0","",0,0,0,14764,22,0,0,0,0,0,"",2,7,13,"D�",1,0,0,0,"","",3761292,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,7717247445543722021,"",0,0,0,0,0,0,"5","2013-07-15 09:13:43",31,2,2,15014,2,1312025145,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,7346197697999278734,0
8120543446287442873,0,"",1,"2013-07-14 22:40:41","2013-07-15",17,-1216690514,839,427738049800818189,0,2,3,"http://afisha.mail.ru/catalog/314/women.ru/ency=1&page3/?errovat-pinniki","",0,0,0,15664,216,0,0,0,0,0,"",0,0,18,"D�",1,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,7859277140786455610,"",0,0,0,0,0,0,"5","2013-07-15 10:43:45",0,0,0,0,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,1755526598478364925,0
4894690465724379622,0,"",1,"2013-07-15 19:26:13","2013-07-15",17,1568366281,197,519640690937130534,0,39,7,"http://bonprix.ru/index.ru/cinema/art/0 986 424 233 сезон","",0,0,0,3,177,0,0,0,0,0,"",0,0,15,"D�",1,0,0,0,"","",2630537,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 09:24:44",0,0,0,0,0,1426556183,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,2330620493870673240,0
6864353419233967042,0,"",1,"2013-07-15 19:36:56","2013-07-15",17,1568366281,197,519640690937130534,0,39,7,"http://bonprix.ru/index.ru/cinema/art/A00387,3797); ru)&bL","",0,0,0,3,177,0,0,0,0,0,"",0,0,15,"D�",1,0,0,0,"","",2630537,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 09:34:34",0,0,0,0,0,1426556183,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-4068508801627144074,0
6635790769678439148,0,"",1,"2013-07-15 18:18:31","2013-07-15",17,1427531677,229,7418527520126366595,0,44,3,"http://tours/Ekategoriya%2F&sr=http://slovareniye","",0,0,0,0,216,0,0,0,0,0,"",0,0,9,"D�",0,0,0,0,"","",1940662,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 08:10:33",0,0,0,0,0,1799160704,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,4943607778623395944,0
8924809397503602651,0,"",1,"2013-07-15 01:18:46","2013-07-15",20,-1216690514,839,-2461439046089301801,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,"�O",0,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 12:31:39",0,0,0,0,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-8417682003818480435,0
7343609385702917948,0,"",1,"2013-07-15 19:09:44","2013-07-15",20,-1216690514,839,-2461439046089301801,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,"�O",0,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,0,"5","2013-07-15 06:17:21",0,0,0,0,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-8417682003818480435,0
6702917414884445223,0,"",1,"2013-07-14 22:58:39","2013-07-15",20,-1216690514,839,2523324276554785406,0,2,3,"http://bdsmpeople.ru/v1496852954][to","",0,0,0,0,216,0,0,0,0,0,"",0,0,26,"D�",1,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,9098519543210736461,"",0,0,0,0,0,0,"5","2013-07-15 13:18:14",31,2,3,780,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-123128636438665758,0
6202304396663497555,0,"",1,"2013-07-14 23:04:25","2013-07-15",20,-1216690514,839,2523324276554785406,0,2,3,"http://bdsmpeople.ru/real-estate/rent/search/room","",0,0,0,0,216,0,0,0,0,0,"",0,0,26,"D�",1,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,9098519543210736461,"",0,0,0,0,0,0,"5","2013-07-15 13:23:37",31,2,3,780,0,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,6053351241165291058,0
6139160982612911609,0,"",1,"2013-07-15 18:09:57","2013-07-15",20,1825610888,73915,4523925649124320482,0,44,7,"http://auto_repairs=0&price_ot=&price=18&lo=http%3A//mh6","",0,0,0,0,0,0,0,0,0,0,"",0,0,12,"D�",1,0,0,0,"","",1,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,0,"http://slovari.yandex.ru/%7E%D0%BE%D0%BD%D0%B5%D0%B7%D0%B0%D1%80%D0%BE%D0%B8%D0%B0%D1%8B%20WOW64",0,0,0,0,0,0,"5","2013-07-15 05:11:04",0,0,0,0,0,1352152418,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,8341578513883942335,0
8863282788606566657,0,"",1,"2013-07-15 17:50:57","2013-07-15",20,-1216690514,839,6025915247311731176,0,44,3,"http://afisha.yandex.ru/index","",0,0,0,10861,520,0,0,0,0,0,"",0,0,26,"D�",1,0,0,0,"","",3793327,4,0,"",0,0,0,0,-1,"1971-01-01 14:16:06",0,0,0,0,"",0,0,0,0,4855891084485551676,"",0,0,0,0,0,0,"5","2013-07-15 04:48:37",28,2,2,9992,4,-1001831330,-1,-1,-1,"�","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-296158784638538920,-2760456507078182981,0
5581899925183342605,1,"@дневники, работа и женщин поступивая ул, попохорошем качество дал",1,"2013-07-15 15:45:23","2013-07-15",38,2050260421,2,-9214751021948998350,0,44,5,"https://produkty%2Fkategory_id=0&last_auto_id=&autodoc.ru/proskategory/sell/reside.travel.ru/recipe/viewtopic,375;sa=shop.ru/san","https://go.mail/folder-1/online/ru-en/#lingvo/#1О 50000&price_ashka/rav4/page=/check.xml",0,14550,952,15014,519,1917,879,37,15,13,"800",0,0,31,"D�",1,1,0,0,"","",209623,3,2,"авомосква веб каменисный",0,0,745,438,135,"2013-07-15 10:14:30",4,1,31337,0,"windows-1251;charset",1601,0,0,0,8570394295480778849,"",178995092,0,0,0,0,0,"5","2013-07-15 15:10:45",31,1,2,70,17,1437531235,-1,-1,-1,"S0","�","","",0,0,0,3,1300,460,284,0,"",0,"","NH",0,"","","","","","","","","","",0,-823144271007412007,-5847714421347370287,0
8407760668305829074,1,"@дневники, работа и женщин поступивая ул, попохорошем качество дал",1,"2013-07-15 15:45:24","2013-07-15",38,2050260421,2,-9214751021948998350,0,44,5,"https://produkty%2Fkategory_id=0&last_auto_id=&autodoc.ru/proskategory/sell/reside.travel.ru/recipe/viewtopic,375;sa=shop.ru/san","https://go.mail/folder-1/online/ru-en/#lingvo/#1О 50000&price_ashka/rav4/page=/check.xml",1,14550,952,15014,519,1917,879,37,15,13,"800",0,0,31,"D�",1,1,0,0,"","",209623,3,2,"авомосква веб каменисный",0,1,745,438,135,"2013-07-15 10:14:30",4,1,31337,0,"windows-1251;charset",1601,0,0,0,8570394295480778849,"",178995092,0,0,0,0,0,"5","2013-07-15 15:10:46",31,1,2,70,17,1437531235,-1,-1,-1,"S0","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-823144271007412007,-5847714421347370287,0
8187179741953146075,1,"Дача 2013» — случай анал - @ SPORT.RU - Стройщика мотоцикл бмв х5 кв.м., купить S.T.A.L.K.E.R. - Мира - Wante. Цветнама",1,"2013-07-15 06:14:35","2013-07-15",38,41269655,103,-9213728704863893851,0,44,5,"https://produkty%2Fsc.chelove.gigplans.kz/search?text","http://saint-peters-total=меньше 1000-rublyayusche/catalogue/kolasuryat-v-2-kadyirovka-personal/serial_id=0&input_state/apartments/mokrotochki.net/upravda.ru/yandex.ru/GameMain.aspx?mult]/on/orders/50195&text=мыс и орелка в Балаш смотреть онлайн бесплатно в хорошем камбалакс&lr=20030393833539353862643188&op_promo=C-Teaser_id=06d162.html",0,14550,952,15014,519,1368,554,37,15,13,"800",0,0,31,"D�",1,1,0,0,"","",1726856,3,3,"чагин выпуска на волна 2 сезон 24 резюме онлайн",0,0,1196,946,322,"2013-07-15 04:31:07",4,1,31337,0,"windows-1251;charset",1601,0,0,0,5632128357308964620,"",939386092,0,0,0,0,0,"5","2013-07-14 21:11:23",50,1,0,0,0,40298718,-1,-1,-1,"S0","�","","",0,0,0,87,216,221,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-3238507526230078634,5384303179770979473,0
5971738016500451334,1,"Дача 2013» — случай анал - @ SPORT.RU - Стройщика мотоцикл бмв х5 кв.м., купить S.T.A.L.K.E.R. - Мира - Wante. Цветнама",1,"2013-07-15 06:14:36","2013-07-15",38,41269655,103,-9213728704863893851,0,44,5,"https://produkty%2Fsc.chelove.gigplans.kz/search?text","http://saint-peters-total=меньше 1000-rublyayusche/catalogue/kolasuryat-v-2-kadyirovka-personal/serial_id=0&input_state/apartments/mokrotochki.net/upravda.ru/yandex.ru/GameMain.aspx?mult]/on/orders/50195&text=мыс и орелка в Балаш смотреть онлайн бесплатно в хорошем камбалакс&lr=20030393833539353862643188&op_promo=C-Teaser_id=06d162.html",1,14550,952,15014,519,1368,554,37,15,13,"800",0,0,31,"D�",1,1,0,0,"","",1726856,3,3,"чагин выпуска на волна 2 сезон 24 резюме онлайн",0,1,1196,946,322,"2013-07-15 04:31:07",4,1,31337,0,"windows-1251;charset",1601,0,0,0,5632128357308964620,"",939386092,0,0,0,0,0,"5","2013-07-14 21:11:24",50,1,0,0,0,40298718,-1,-1,-1,"S0","�","","",0,0,0,0,0,0,0,0,"",0,"","NH",0,"","","","","","","","","","",0,-3238507526230078634,5384303179770979473,0
6058627581446482769,1,"Прогноз постей 3 лето/осенняется с ножа, цены, предложения, анонсы в английске, в продаю., Агвалтовка - вакансии и в регионы оптимальгама..... Лёгкостюм для дома, ковбой. Есть по 473682 объявления обл, Вороны Лада, работы песенсовая трубы, черная Пресс из рук - bonprix.ru#comm :: котека",1,"2013-07-15 06:15:03","2013-07-15",38,41269655,103,-9213728704863893851,0,44,5,"https://produkty/tructure/view=Москва_c%3D0%26ref%3D%26CompPath=39_2210&vip=0&orderNumberemka","http://tambov.irr.ru/cgi-bin/news/?page.aspx",0,10282,995,15014,519,1368,554,37,15,13,"800",0,0,31,"D�",1,1,0,0,"","",1726856,-1,0,"",0,0,1196,946,322,"2013-07-15 04:31:35",4,1,31337,0,"windows-1251;charset",1601,0,0,0,5632128357308964620,"",581936846,0,0,0,0,0,"5","2013-07-14 21:11:51",50,1,0,0,0,40298718,-1,-1,-1,"S0","�","","",0,0,0,96,167,193,0,0,"",0,"","NH",0,"","","","","","","","","","",0,6886566932119302719,-8644839971459746428,0
